%OpenBCI Raw EEG Data
%
%Sample Rate = 250.0 Hz
%First Column = SampleIndex
%Other Columns = EEG data in microvolts
1, 75143.90, 8743.89, 187500.00, -166994.17, -158613.50, -174641.97, -174635.97, 187500.00
2, 74533.37, 7991.44, 187500.00, -167932.58, -159394.11, -174702.28, -174696.25, 187500.00
3, 76288.05, 9538.81, 187500.00, -166196.19, -157866.14, -174580.28, -174574.53, 187500.00
4, 78155.42, 11081.03, 187500.00, -164549.89, -156343.94, -174458.88, -174453.39, 187500.00
5, 76467.59, 9249.58, 187500.00, -166486.16, -158207.78, -174605.92, -174600.16, 187500.00
6, 75098.38, 7970.14, 187500.00, -167993.14, -159517.91, -174706.48, -174700.63, 187500.00
7, 76145.53, 9062.36, 187500.00, -166772.84, -158447.27, -174618.50, -174612.77, 187500.00
8, 78271.65, 11039.59, 187500.00, -164631.14, -156489.08, -174461.64, -174456.23, 187500.00
9, 76950.37, 9632.51, 187500.00, -166118.42, -157927.61, -174573.31, -174567.59, 187500.00
10, 75258.09, 8026.56, 187500.00, -167959.47, -159565.00, -174698.13, -174692.20, 187500.00
11, 75870.02, 8708.24, 187500.00, -167207.30, -158906.38, -174645.14, -174639.38, 187500.00
12, 78106.70, 10907.34, 187500.00, -164801.50, -156725.33, -174473.48, -174468.02, 187500.00
13, 77400.24, 10011.12, 187500.00, -165752.42, -157650.56, -174543.81, -174538.16, 187500.00
14, 75548.71, 8091.35, 187500.00, -167908.95, -159602.56, -174694.36, -174688.41, 187500.00
15, 75565.37, 8275.67, 187500.00, -167710.39, -159443.50, -174680.47, -174674.66, 187500.00
16, 77321.25, 10341.10, 187500.00, -165408.42, -157396.33, -174514.59, -174509.08, 187500.00
17, 77136.49, 10039.75, 187500.00, -165728.50, -157724.50, -174536.50, -174530.78, 187500.00
18, 75284.92, 7968.31, 187500.00, -168035.77, -159828.25, -174697.58, -174691.75, 187500.00
19, 74837.46, 7726.98, 187500.00, -168307.89, -160095.22, -174717.19, -174711.33, 187500.00
20, 76076.69, 9508.16, 187500.00, -166297.33, -158332.98, -174573.08, -174567.39, 187500.00
21, 76299.78, 9827.50, 187500.00, -165913.47, -158038.47, -174549.22, -174543.45, 187500.00
22, 74649.84, 7862.47, 187500.00, -168107.48, -160036.39, -174706.41, -174700.42, 187500.00
23, 73934.16, 7281.77, 187500.00, -168759.83, -160644.98, -174755.92, -174749.86, 187500.00
24, 74730.93, 8671.87, 187500.00, -167184.30, -159275.16, -174644.13, -174638.28, 187500.00
25, 75290.84, 9513.86, 187500.00, -166197.33, -158455.20, -174575.81, -174570.03, 187500.00
26, 74042.45, 7884.20, 187500.00, -168038.95, -160117.23, -174706.50, -174700.58, 187500.00
27, 73347.78, 7116.93, 187500.00, -168899.19, -160914.20, -174767.20, -174761.13, 187500.00
28, 73909.02, 8203.67, 187500.00, -167666.28, -159849.70, -174677.67, -174671.75, 187500.00
29, 74691.80, 9438.67, 187500.00, -166235.53, -158636.25, -174578.92, -174573.16, 187500.00
30, 73623.34, 8045.15, 187500.00, -167808.38, -160063.61, -174694.50, -174688.63, 187500.00
31, 72728.44, 7006.58, 187500.00, -168974.94, -161133.77, -174774.92, -174768.97, 187500.00
32, 73159.29, 7794.57, 187500.00, -168080.70, -160369.00, -174711.16, -174705.25, 187500.00
33, 74295.79, 9349.13, 187500.00, -166295.47, -158833.88, -174589.63, -174583.84, 187500.00
34, 73635.88, 8337.00, 187500.00, -167426.00, -159877.13, -174672.64, -174666.72, 187500.00
35, 72648.71, 7051.19, 187500.00, -168887.70, -161194.88, -174776.75, -174770.67, 187500.00
36, 72886.94, 7508.13, 187500.00, -168359.02, -160761.58, -174741.58, -174735.56, 187500.00
37, 74143.77, 9218.62, 187500.00, -166407.64, -159068.95, -174598.25, -174592.64, 187500.00
38, 73835.23, 8650.21, 187500.00, -167018.31, -159665.19, -174639.52, -174633.84, 187500.00
39, 72726.23, 7143.08, 187500.00, -168744.09, -161203.92, -174764.13, -174758.19, 187500.00
40, 72734.09, 7275.40, 187500.00, -168580.00, -161096.27, -174752.89, -174747.09, 187500.00
41, 73990.22, 8998.23, 187500.00, -166624.47, -159391.69, -174613.03, -174607.48, 187500.00
42, 74024.91, 8950.33, 187500.00, -166644.23, -159465.97, -174614.50, -174608.84, 187500.00
43, 72781.26, 7293.44, 187500.00, -168538.50, -161156.97, -174748.45, -174742.52, 187500.00
44, 72546.18, 7095.11, 187500.00, -168749.55, -161382.14, -174763.50, -174757.58, 187500.00
45, 73778.37, 8728.71, 187500.00, -166901.94, -159767.17, -174631.98, -174626.27, 187500.00
46, 74274.76, 9247.14, 187500.00, -166288.14, -159272.09, -174592.05, -174586.41, 187500.00
47, 72919.30, 7508.49, 187500.00, -168254.73, -161043.73, -174730.31, -174724.39, 187500.00
48, 72384.47, 6958.81, 187500.00, -168868.09, -161621.77, -174772.94, -174766.88, 187500.00
49, 73578.72, 8449.88, 187500.00, -167192.19, -160151.16, -174654.33, -174648.61, 187500.00
50, 74580.52, 9535.46, 187500.00, -165956.09, -159088.20, -174567.72, -174562.14, 187500.00
51, 73192.13, 7811.67, 187500.00, -167879.39, -160844.64, -174708.27, -174702.41, 187500.00
52, 72297.74, 6888.23, 187500.00, -168920.83, -161797.56, -174780.53, -174774.55, 187500.00
53, 73194.52, 8051.81, 187500.00, -167613.09, -160655.19, -174685.73, -174680.11, 187500.00
54, 74555.41, 9585.23, 187500.00, -165878.48, -159141.27, -174566.45, -174560.92, 187500.00
55, 73375.88, 8124.93, 187500.00, -167494.98, -160633.28, -174685.69, -174679.86, 187500.00
56, 72228.63, 6883.40, 187500.00, -168896.50, -161905.09, -174781.67, -174775.70, 187500.00
57, 72828.26, 7684.75, 187500.00, -167989.42, -161126.03, -174716.47, -174710.64, 187500.00
58, 74433.84, 9505.57, 187500.00, -165938.78, -159323.81, -174572.53, -174566.98, 187500.00
59, 73624.61, 8472.12, 187500.00, -167069.25, -160387.16, -174653.89, -174648.17, 187500.00
60, 72249.06, 6946.27, 187500.00, -168796.39, -161944.19, -174778.31, -174772.44, 187500.00
61, 72495.82, 7356.92, 187500.00, -168325.61, -161558.09, -174750.45, -174744.64, 187500.00
62, 74166.69, 9277.29, 187500.00, -166164.56, -159656.00, -174596.53, -174590.98, 187500.00
63, 73821.98, 8778.71, 187500.00, -166688.59, -160182.75, -174630.75, -174625.13, 187500.00
64, 72281.00, 7050.16, 187500.00, -168648.36, -161943.86, -174765.25, -174759.28, 187500.00
65, 72229.62, 7097.86, 187500.00, -168583.67, -161921.44, -174761.75, -174755.91, 187500.00
66, 73832.41, 8957.06, 187500.00, -166491.50, -160080.69, -174616.27, -174610.72, 187500.00
